                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9716,                 4.0781,                 1.9864,                0.31708,                0.10903,                0.07798,                0.02801,                 2.2456,                 4.1579,                 2.2093,              0.0002356,              0.0002356,              0.0002356
                      2,                 1.9619,                  3.296,                 1.8901,                0.33056,                0.18445,                0.11691,                0.04028,                   2.33,                 3.8971,                 2.1849,             0.00046891,             0.00046891,             0.00046891
                      3,                 1.9716,                 3.1147,                 1.8802,                0.44367,                0.17688,                0.10596,                0.03479,                  2.297,                 3.8119,                 2.2056,             0.00069751,             0.00069751,             0.00069751
                      4,                 1.9119,                 2.9549,                 1.8463,                0.50018,                0.18386,                0.14844,                0.05663,                 2.2506,                 3.5657,                 2.1776,             0.00069279,             0.00069279,             0.00069279
                      5,                 1.8866,                 2.7996,                 1.8027,                0.45333,                0.23168,                0.16707,                0.05612,                 2.3298,                 4.1636,                 2.1548,             0.00069279,             0.00069279,             0.00069279
                      6,                 1.8924,                 2.6654,                 1.8061,                0.54524,                0.21126,                0.19585,                0.07025,                 2.2397,                 2.8767,                 2.1458,             0.00068573,             0.00068573,             0.00068573
                      7,                 1.8448,                 2.6096,                 1.7974,                0.64805,                0.16112,                0.17644,                0.06463,                 2.2367,                 2.8648,                 2.0746,             0.00067866,             0.00067866,             0.00067866
                      8,                 1.8555,                 2.5292,                 1.8074,                0.55021,                0.31582,                0.26877,                0.09863,                 2.1804,                 2.6536,                 2.1084,             0.00067159,             0.00067159,             0.00067159
                      9,                 1.8064,                 2.4493,                 1.7605,                0.61676,                0.25431,                0.24947,                0.09218,                 2.2244,                 2.5355,                 2.1073,             0.00066452,             0.00066452,             0.00066452
                     10,                 1.7908,                 2.4614,                  1.745,                0.63969,                0.22245,                 0.2346,                0.09246,                 2.1339,                 2.5141,                  2.029,             0.00065745,             0.00065745,             0.00065745
                     11,                  1.809,                 2.3687,                 1.7408,                0.65336,                0.24283,                0.28769,                0.11414,                 2.1335,                 2.6456,                 2.0561,             0.00065038,             0.00065038,             0.00065038
                     12,                 1.7546,                 2.3032,                 1.7286,                0.43351,                 0.3517,                0.29891,                0.11819,                 2.1661,                   2.33,                 2.0393,             0.00064331,             0.00064331,             0.00064331
                     13,                 1.7828,                  2.214,                 1.7056,                0.56936,                0.33609,                0.30809,                0.12758,                 2.1794,                 2.2667,                   2.05,             0.00063625,             0.00063625,             0.00063625
                     14,                 1.7372,                 2.2286,                 1.6847,                0.62356,                 0.2712,                0.31008,                0.12213,                 2.1157,                  2.302,                 2.0145,             0.00062918,             0.00062918,             0.00062918
                     15,                 1.7468,                 2.1658,                 1.7007,                0.61177,                0.31498,                0.34772,                0.13622,                 2.1351,                 2.2673,                   2.04,             0.00062211,             0.00062211,             0.00062211
                     16,                 1.7572,                 2.1311,                 1.6826,                0.59317,                0.35243,                0.34128,                0.14181,                 2.1088,                 2.2808,                 2.0315,             0.00061504,             0.00061504,             0.00061504
                     17,                 1.7413,                  2.109,                 1.6909,                0.40135,                0.35586,                0.33398,                0.12379,                 2.1763,                 2.2328,                 2.0895,             0.00060797,             0.00060797,             0.00060797
                     18,                 1.6974,                 2.0969,                 1.6696,                0.54918,                0.38775,                0.35039,                0.12546,                 2.2621,                 2.2115,                 2.1006,              0.0006009,              0.0006009,              0.0006009
                     19,                 1.6996,                 2.0547,                 1.6751,                0.71173,                0.29254,                0.34488,                0.14049,                 2.0997,                 2.1177,                  1.953,             0.00059383,             0.00059383,             0.00059383
                     20,                 1.7252,                 2.0189,                  1.677,                0.39405,                0.35487,                0.30826,                0.12237,                  2.171,                 2.2633,                 2.0631,             0.00058677,             0.00058677,             0.00058677
                     21,                 1.7055,                 2.0528,                 1.6612,                0.53062,                0.41889,                0.35112,                0.14442,                  2.162,                  2.099,                 2.0062,              0.0005797,              0.0005797,              0.0005797
                     22,                 1.6733,                 1.9604,                 1.6307,                0.70107,                0.32416,                0.37595,                0.15057,                 2.1672,                 2.0666,                 2.0516,             0.00057263,             0.00057263,             0.00057263
                     23,                  1.661,                 1.9842,                 1.6501,                0.38076,                0.39315,                0.33874,                0.12748,                 2.2119,                 2.0365,                 2.0756,             0.00056556,             0.00056556,             0.00056556
                     24,                 1.6752,                 1.9412,                 1.6557,                0.48732,                0.37096,                0.35654,                0.13922,                 2.2027,                  2.082,                 2.0937,             0.00055849,             0.00055849,             0.00055849
                     25,                 1.6423,                 1.9109,                 1.6309,                0.49026,                0.43681,                0.35121,                0.13772,                  2.218,                 2.0912,                 2.0718,             0.00055142,             0.00055142,             0.00055142
                     26,                 1.6564,                 1.8843,                 1.6175,                0.47075,                0.36894,                0.36433,                0.14466,                 2.2151,                 2.0055,                 2.0821,             0.00054435,             0.00054435,             0.00054435
                     27,                 1.6554,                 1.8475,                 1.6203,                0.53947,                 0.3958,                0.37906,                0.15278,                 2.1168,                 2.0648,                  1.997,             0.00053728,             0.00053728,             0.00053728
                     28,                  1.658,                 1.8032,                 1.6017,                0.65719,                0.41058,                0.40716,                0.15835,                 2.1915,                 1.9723,                 2.0516,             0.00053022,             0.00053022,             0.00053022
                     29,                 1.6339,                 1.8265,                 1.6223,                0.72154,                0.36172,                0.40086,                0.17445,                 2.1176,                 1.9481,                 1.9796,             0.00052315,             0.00052315,             0.00052315
                     30,                 1.6389,                 1.8265,                 1.6156,                 0.5114,                0.43658,                0.38481,                0.15197,                  2.148,                 1.9221,                  2.004,             0.00051608,             0.00051608,             0.00051608
                     31,                 1.6148,                  1.744,                 1.5944,                0.59345,                0.37646,                0.36588,                 0.1396,                 2.2212,                 2.0585,                 2.0989,             0.00050901,             0.00050901,             0.00050901
                     32,                  1.601,                 1.7404,                 1.5806,                0.54829,                0.39894,                 0.3828,                0.15285,                 2.2171,                 2.0808,                 2.0408,             0.00050194,             0.00050194,             0.00050194
                     33,                 1.6277,                  1.703,                 1.5881,                0.52846,                0.42129,                0.40989,                0.16926,                 2.1492,                  1.905,                   1.98,             0.00049487,             0.00049487,             0.00049487
                     34,                 1.5902,                 1.7154,                 1.5595,                0.67337,                0.42175,                0.40593,                0.16959,                 2.1215,                 1.9233,                 2.0044,              0.0004878,              0.0004878,              0.0004878
                     35,                 1.6066,                 1.6715,                 1.5862,                0.63616,                0.43698,                0.47475,                0.19427,                 2.1557,                  1.851,                 2.0027,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.5719,                 1.6911,                 1.5568,                0.66463,                0.43846,                0.41719,                0.16664,                 2.2321,                 1.8473,                 2.1164,             0.00047367,             0.00047367,             0.00047367
                     37,                 1.5828,                 1.6368,                 1.5635,                0.60951,                 0.4765,                0.45255,                0.18942,                 2.1556,                 1.8559,                 1.9902,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.5816,                 1.6454,                 1.5612,                0.60076,                 0.3958,                0.41721,                0.16686,                 2.1984,                 1.9527,                 2.0798,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.5893,                 1.6301,                 1.5569,                0.53534,                0.40331,                0.39587,                 0.1499,                 2.1932,                  1.862,                 2.0689,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.5557,                 1.6323,                 1.5546,                0.54048,                 0.4115,                0.41306,                 0.1571,                 2.1975,                  1.862,                 2.0675,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.5807,                 1.6025,                  1.549,                0.54386,                0.43342,                0.41141,                 0.1786,                   2.14,                 1.7415,                 1.9949,             0.00043832,             0.00043832,             0.00043832
                     42,                  1.549,                 1.6077,                 1.5368,                0.52614,                0.44104,                0.42757,                0.16912,                 2.2497,                 1.8106,                 2.0805,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.5229,                 1.5694,                 1.5271,                0.51622,                0.40347,                0.39472,                0.16961,                 2.1978,                 1.8069,                 2.0512,             0.00042419,             0.00042419,             0.00042419
                     44,                 1.5471,                 1.5197,                 1.5187,                0.51607,                0.45026,                0.40235,                0.15764,                 2.2577,                  1.821,                 2.0798,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.5184,                 1.5176,                 1.5049,                0.61423,                0.45397,                0.45245,                0.19065,                 2.1547,                 1.8024,                 2.0249,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.4998,                 1.5166,                 1.4992,                 0.6334,                0.47685,                0.47618,                0.18527,                 2.1593,                 1.7875,                 1.9882,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.5257,                 1.5094,                 1.5175,                0.51747,                0.40243,                 0.3949,                0.15094,                 2.1858,                 1.8644,                 2.0555,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.4864,                 1.5157,                 1.5129,                0.55725,                0.41288,                0.41578,                0.19243,                 2.1248,                 1.7335,                 1.9869,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.5025,                 1.4737,                 1.4851,                0.52109,                0.46777,                 0.4539,                0.19114,                 2.2352,                 1.7717,                 2.0954,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.5048,                 1.4643,                 1.4931,                0.58406,                0.45545,                0.44356,                0.18589,                  2.146,                  1.797,                 2.0214,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.5054,                 1.4277,                 1.4892,                 0.5947,                0.36219,                0.42239,                 0.1811,                 2.1977,                 1.7315,                 2.0577,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.4832,                 1.4537,                 1.4957,                0.56219,                0.50461,                0.46714,                0.19234,                  2.169,                 1.8018,                 1.9989,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.4586,                 1.4142,                 1.4628,                0.61688,                0.46811,                0.45431,                0.17968,                 2.2191,                 1.8026,                 2.0795,              0.0003535,              0.0003535,              0.0003535
                     54,                 1.4841,                 1.4053,                 1.4831,                0.57995,                0.39591,                0.41071,                0.17526,                 2.1825,                 1.8386,                 2.0379,             0.00034643,             0.00034643,             0.00034643
                     55,                 1.4565,                 1.4086,                 1.4625,                 0.5744,                0.41769,                0.41181,                 0.1821,                 2.1695,                 1.7179,                 2.0005,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.4703,                  1.397,                 1.4638,                0.54705,                0.47542,                0.42348,                0.16645,                  2.263,                  1.773,                 2.1453,              0.0003323,              0.0003323,              0.0003323
                     57,                 1.4757,                  1.375,                 1.4538,                  0.628,                0.45554,                0.44534,                0.18032,                 2.2105,                 1.8399,                 2.0947,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.4198,                 1.3506,                 1.4385,                0.57935,                0.47615,                0.44405,                0.19155,                 2.1677,                 1.7747,                 2.0247,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.4307,                 1.3445,                 1.4345,                0.60946,                0.44616,                 0.4689,                0.20425,                 2.1592,                 1.6877,                 2.0124,             0.00031109,             0.00031109,             0.00031109
                     60,                 1.4021,                 1.3966,                 1.4548,                0.67398,                0.39829,                0.42408,                0.18471,                 2.2588,                 1.8298,                 2.1339,             0.00030402,             0.00030402,             0.00030402
                     61,                 1.4087,                 1.3203,                 1.4264,                0.61378,                0.46063,                0.45507,                0.18332,                 2.2024,                 1.7321,                 2.0459,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.4144,                 1.3041,                 1.4343,                0.66003,                0.44111,                0.45961,                0.19578,                 2.1795,                 1.8081,                 2.0627,             0.00028988,             0.00028988,             0.00028988
                     63,                 1.3888,                 1.2955,                 1.4196,                0.60157,                0.45742,                0.44007,                0.18233,                 2.2411,                 1.7406,                 2.0707,             0.00028282,             0.00028282,             0.00028282
                     64,                 1.4131,                 1.3117,                 1.4332,                0.58747,                0.43752,                0.42738,                0.17292,                 2.2183,                 1.7568,                 2.0742,             0.00027575,             0.00027575,             0.00027575
                     65,                 1.3797,                 1.2943,                  1.416,                0.58989,                0.45273,                0.44121,                0.18718,                 2.2259,                 1.7243,                 2.0897,             0.00026868,             0.00026868,             0.00026868
                     66,                 1.4053,                 1.2616,                 1.4015,                 0.5783,                0.45558,                0.41988,                0.17743,                 2.1891,                 1.7081,                 2.0608,             0.00026161,             0.00026161,             0.00026161
                     67,                 1.3831,                 1.2722,                 1.4187,                0.54749,                0.47564,                0.42088,                0.17919,                 2.2269,                 1.7674,                 2.0865,             0.00025454,             0.00025454,             0.00025454
                     68,                 1.3833,                  1.246,                 1.4037,                 0.6043,                0.43366,                 0.4285,                0.18137,                 2.1592,                 1.7489,                 2.0356,             0.00024747,             0.00024747,             0.00024747
                     69,                 1.3952,                 1.2519,                 1.4052,                0.55956,                0.47775,                0.42905,                0.18079,                 2.2276,                 1.7657,                 2.1038,              0.0002404,              0.0002404,              0.0002404
                     70,                 1.3726,                 1.2297,                 1.3953,                0.52368,                0.46763,                0.42515,                0.18385,                 2.1723,                 1.7191,                 2.0472,             0.00023334,             0.00023334,             0.00023334
                     71,                 1.3752,                 1.2088,                 1.3826,                0.56869,                0.45779,                0.43701,                 0.1787,                 2.2366,                 1.7831,                 2.1089,             0.00022627,             0.00022627,             0.00022627
                     72,                 1.3629,                 1.2153,                 1.3902,                0.55599,                0.44393,                0.44546,                  0.191,                  2.207,                 1.7616,                  2.078,              0.0002192,              0.0002192,              0.0002192
                     73,                 1.3236,                 1.1716,                 1.3718,                0.60076,                0.43902,                0.43619,                0.18284,                 2.2033,                 1.7743,                 2.0815,             0.00021213,             0.00021213,             0.00021213
                     74,                 1.3526,                  1.179,                 1.3902,                0.56511,                0.49648,                0.43581,                 0.1742,                 2.2814,                   1.79,                 2.1227,             0.00020506,             0.00020506,             0.00020506
                     75,                 1.3322,                 1.1663,                 1.3685,                0.58873,                0.46381,                0.44155,                0.18403,                 2.2157,                 1.7914,                  2.073,             0.00019799,             0.00019799,             0.00019799
                     76,                 1.3175,                 1.1689,                 1.3684,                0.55702,                0.48439,                 0.4336,                0.17587,                 2.2584,                 1.8077,                 2.1509,             0.00019092,             0.00019092,             0.00019092
                     77,                 1.3155,                 1.1677,                 1.3667,                0.61593,                0.46748,                0.45115,                 0.1687,                 2.2948,                 1.7964,                 2.1725,             0.00018385,             0.00018385,             0.00018385
                     78,                 1.3277,                  1.153,                 1.3671,                0.63863,                 0.4372,                0.45894,                0.18282,                 2.2039,                 1.7111,                 2.0803,             0.00017679,             0.00017679,             0.00017679
                     79,                  1.299,                 1.1478,                 1.3574,                0.60756,                0.46866,                0.46407,                0.18671,                  2.223,                 1.7763,                 2.1022,             0.00016972,             0.00016972,             0.00016972
                     80,                 1.2805,                 1.1031,                 1.3418,                0.64077,                0.43769,                0.46265,                0.17769,                 2.2662,                 1.7533,                 2.1599,             0.00016265,             0.00016265,             0.00016265
                     81,                 1.2773,                 1.1184,                 1.3393,                 0.5984,                0.42733,                0.43196,                0.16898,                 2.2767,                 1.7906,                 2.1687,             0.00015558,             0.00015558,             0.00015558
                     82,                 1.2885,                 1.1132,                 1.3466,                 0.6131,                0.40002,                0.42551,                 0.1814,                 2.2238,                 1.7672,                 2.1152,             0.00014851,             0.00014851,             0.00014851
                     83,                 1.2894,                 1.1127,                 1.3397,                0.65247,                0.45148,                0.45734,                0.18431,                 2.2551,                 1.7662,                 2.1375,             0.00014144,             0.00014144,             0.00014144
                     84,                 1.2908,                 1.0991,                 1.3332,                 0.6213,                0.44749,                0.45163,                0.18512,                 2.2357,                 1.8034,                 2.1248,             0.00013437,             0.00013437,             0.00013437
                     85,                 1.3094,                 1.0889,                 1.3437,                0.63535,                 0.3967,                0.43836,                 0.1849,                 2.2538,                 1.8102,                 2.1598,             0.00012731,             0.00012731,             0.00012731
                     86,                 1.2868,                 1.0706,                 1.3288,                0.59825,                0.48916,                0.44705,                0.18255,                 2.2539,                 1.7645,                 2.1456,             0.00012024,             0.00012024,             0.00012024
                     87,                 1.2861,                 1.0836,                 1.3382,                0.59081,                0.47298,                0.45262,                0.18901,                  2.239,                 1.7625,                  2.122,             0.00011317,             0.00011317,             0.00011317
                     88,                 1.2579,                 1.0647,                 1.3153,                0.61068,                0.48348,                 0.4472,                0.20293,                 2.1853,                 1.7405,                 2.0929,              0.0001061,              0.0001061,              0.0001061
                     89,                 1.2703,                 1.0742,                  1.328,                0.61847,                0.45326,                0.44434,                0.19145,                 2.2585,                 1.7832,                  2.147,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                 1.2773,                 1.0643,                 1.3407,                0.66286,                0.45051,                0.46949,                0.19139,                 2.2705,                 1.7994,                  2.173,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                 1.3009,                0.93452,                 1.3631,                0.60574,                0.44418,                0.44506,                0.19137,                  2.207,                 1.7544,                 2.1091,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                 1.2461,                0.87597,                 1.3302,                0.56601,                0.47736,                0.42699,                0.17338,                   2.27,                 1.8089,                 2.1617,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                 1.2447,                  0.858,                 1.3262,                0.60843,                 0.4322,                 0.4383,                0.17846,                 2.2458,                 1.7629,                  2.153,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                 1.2362,                0.84338,                 1.3181,                0.57152,                0.49527,                 0.4489,                0.18746,                  2.205,                 1.7946,                 2.1061,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                 1.2155,                0.82639,                  1.304,                0.58861,                0.47974,                0.45636,                0.18809,                 2.2167,                 1.7457,                 2.1288,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                 1.1915,                0.82037,                 1.3068,                0.58813,                0.50077,                0.45915,                0.18942,                 2.2247,                 1.7637,                 2.1446,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                 1.2009,                0.80926,                  1.295,                 0.5718,                0.50585,                0.45177,                  0.192,                 2.2256,                 1.7869,                 2.1512,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                 1.1833,                0.80163,                 1.2843,                0.57485,                0.50525,                0.44575,                0.18332,                 2.2305,                 1.7755,                 2.1466,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                 1.1841,                 0.8109,                 1.2999,                0.58166,                0.47697,                0.44497,                0.18518,                 2.2327,                 1.7931,                 2.1395,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                  1.165,                0.79744,                 1.2863,                0.60519,                0.46527,                0.45279,                0.19039,                 2.2204,                 1.7694,                 2.1321,             2.1277e-05,             2.1277e-05,             2.1277e-05
